<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.05	10:48:00	121860	121865	121775	121830	30810	108336	5
2024.06.05	10:51:00	121825	121845	121755	121825	26014	86648	5
2024.06.05	10:54:00	121820	121840	121780	121795	16350	59886	5
2024.06.05	10:57:00	121800	121975	121800	121970	34048	120716	5
2024.06.05	11:00:00	121965	121975	121575	121765	109254	420005	5
2024.06.05	11:03:00	121765	121825	121685	121745	51511	182976	5
2024.06.05	11:06:00	121740	121765	121610	121645	49371	176901	5
2024.06.05	11:09:00	121645	121665	121520	121555	55244	206372	5
2024.06.05	11:12:00	121555	121570	121470	121500	49443	183864	5
2024.06.05	11:15:00	121500	121580	121455	121550	36245	127842	5
2024.06.05	11:18:00	121550	121595	121500	121595	28355	108203	5
2024.06.05	11:21:00	121595	121765	121585	121750	57691	221671	5
2024.06.05	11:24:00	121750	121840	121730	121815	35965	139817	5
2024.06.05	11:27:00	121815	121825	121750	121765	28899	114781	5
2024.06.05	11:30:00	121760	121990	121725	121935	67568	254203	5
2024.06.05	11:33:00	121930	122115	121915	122090	58794	235874	5
2024.06.05	11:36:00	122095	122330	122050	122300	81367	324620	5
2024.06.05	11:39:00	122300	122380	122250	122320	55488	220999	5
2024.06.05	11:42:00	122320	122380	122235	122290	50191	198548	5
2024.06.05	11:45:00	122285	122365	122250	122260	33721	124996	5
2024.06.05	11:48:00	122255	122265	122070	122100	58514	231548	5
2024.06.05	11:51:00	122100	122200	122085	122150	35374	137470	5
2024.06.05	11:54:00	122145	122160	122075	122110	25418	103315	5
2024.06.05	11:57:00	122110	122120	122040	122060	20540	80191	5
2024.06.05	12:00:00	122055	122115	122035	122090	25054	104946	5
2024.06.05	12:03:00	122090	122190	122065	122115	38029	152303	5
2024.06.05	12:06:00	122110	122115	122045	122060	20761	81092	5
2024.06.05	12:09:00	122060	122075	122020	122025	19876	82515	5
2024.06.05	12:12:00	122025	122060	121965	122055	33814	135389	5
2024.06.05	12:15:00	122055	122205	122045	122190	39445	153786	5
2024.06.05	12:18:00	122190	122235	122145	122160	29262	116806	5
2024.06.05	12:21:00	122165	122255	122150	122225	21366	89270	5
2024.06.05	12:24:00	122225	122275	122190	122265	21706	93745	5
2024.06.05	12:27:00	122270	122295	122245	122270	15940	58848	5
2024.06.05	12:30:00	122275	122280	122195	122235	21353	80504	5
2024.06.05	12:33:00	122230	122270	122215	122260	12116	42731	5
2024.06.05	12:36:00	122260	122340	122245	122295	23403	92394	5
2024.06.05	12:39:00	122300	122300	122125	122215	43984	173802	5
2024.06.05	12:42:00	122210	122255	122190	122195	18901	65247	5
2024.06.05	12:45:00	122195	122235	122125	122125	18506	77308	5
2024.06.05	12:48:00	122125	122185	122115	122140	17544	68281	5
2024.06.05	12:51:00	122140	122195	122100	122110	15894	64918	5
2024.06.05	12:54:00	122105	122155	122075	122135	18604	73603	5
2024.06.05	12:57:00	122130	122195	122120	122155	14146	56035	5
2024.06.05	13:00:00	122155	122190	122135	122165	12416	44822	5
2024.06.05	13:03:00	122170	122175	122095	122135	12572	50450	5
2024.06.05	13:06:00	122140	122140	122080	122090	11165	43803	5
2024.06.05	13:09:00	122090	122095	122020	122045	19188	76807	5
2024.06.05	13:12:00	122045	122100	122010	122040	21105	88497	5
2024.06.05	13:15:00	122040	122050	122000	122035	12359	48920	5
2024.06.05	13:18:00	122040	122075	122020	122040	11414	44667	5
2024.06.05	13:21:00	122040	122050	121980	122010	14420	56280	5
2024.06.05	13:24:00	122005	122035	121965	121990	12151	43461	5
2024.06.05	13:27:00	121985	121990	121855	121905	34752	137283	5
2024.06.05	13:30:00	121905	121905	121830	121885	24556	108811	5
2024.06.05	13:33:00	121885	121950	121865	121890	21857	89706	5
2024.06.05	13:36:00	121890	121940	121845	121915	18301	72958	5
2024.06.05	13:39:00	121910	121975	121890	121915	22704	93711	5
2024.06.05	13:42:00	121910	121940	121900	121925	9159	33603	5
2024.06.05	13:45:00	121920	121935	121870	121905	13070	55709	5
2024.06.05	13:48:00	121900	121905	121860	121880	8900	32281	5
2024.06.05	13:51:00	121885	122000	121860	121990	25564	102625	5
2024.06.05	13:54:00	121990	122045	121885	121905	37004	145015	5
2024.06.05	13:57:00	121900	121940	121890	121930	10154	39124	5
2024.06.05	14:00:00	121930	122000	121900	121980	15977	64999	5
2024.06.05	14:03:00	121985	121985	121890	121905	14874	59036	5
2024.06.05	14:06:00	121905	121935	121840	121875	18647	73415	5
2024.06.05	14:09:00	121880	121930	121850	121855	16444	70979	5
2024.06.05	14:12:00	121850	121855	121785	121835	28597	116451	5
2024.06.05	14:15:00	121830	121870	121815	121840	14780	57327	5
2024.06.05	14:18:00	121840	121885	121780	121795	18666	72897	5
2024.06.05	14:21:00	121790	121895	121775	121890	24911	106096	5
2024.06.05	14:24:00	121890	121905	121830	121855	18625	75441	5
2024.06.05	14:27:00	121860	121950	121850	121930	21109	82528	5
2024.06.05	14:30:00	121935	121990	121925	121980	18676	73714	5
2024.06.05	14:33:00	121980	122035	121975	122020	18916	72941	5
2024.06.05	14:36:00	122020	122025	121955	121960	16868	70783	5
2024.06.05	14:39:00	121960	122010	121950	121990	12397	46355	5
2024.06.05	14:42:00	121995	122095	121950	122040	26082	102114	5
2024.06.05	14:45:00	122040	122040	121965	121995	16242	66721	5
2024.06.05	14:48:00	121990	122015	121870	121885	28713	109895	5
2024.06.05	14:51:00	121885	121885	121760	121780	33091	139960	5
2024.06.05	14:54:00	121775	121785	121700	121740	26150	105032	5
2024.06.05	14:57:00	121735	121790	121725	121770	21498	92286	5
2024.06.05	15:00:00	121775	121870	121760	121840	26570	107163	5
2024.06.05	15:03:00	121840	121855	121790	121790	12688	52384	5
2024.06.05	15:06:00	121790	121795	121675	121740	31921	118468	5
2024.06.05	15:09:00	121735	121740	121640	121680	25781	104175	5
2024.06.05	15:12:00	121680	121685	121565	121585	25919	109733	5
2024.06.05	15:15:00	121585	121600	121465	121500	33771	135768	5
2024.06.05	15:18:00	121505	121580	121480	121490	29374	121932	5
2024.06.05	15:21:00	121495	121600	121490	121600	21035	81763	5
2024.06.05	15:24:00	121600	121610	121560	121585	14993	55461	5
2024.06.05	15:27:00	121590	121615	121530	121555	19108	78644	5
2024.06.05	15:30:00	121555	121560	121435	121485	32609	134741	5
2024.06.05	15:33:00	121490	121555	121480	121510	21044	86342	5
2024.06.05	15:36:00	121510	121530	121475	121495	14366	57895	5
2024.06.05	15:39:00	121495	121510	121440	121500	20173	89627	5
2024.06.05	15:42:00	121505	121535	121485	121525	12015	46772	5
2024.06.05	15:45:00	121525	121575	121520	121535	20248	80692	5
2024.06.05	15:48:00	121530	121555	121465	121525	16817	74556	5
2024.06.05	15:51:00	121525	121585	121510	121580	15282	54313	5
2024.06.05	15:54:00	121575	121640	121565	121600	24807	101801	5
2024.06.05	15:57:00	121595	121645	121595	121610	11760	48589	5
2024.06.05	16:00:00	121610	121640	121595	121625	9363	34665	5
2024.06.05	16:03:00	121625	121640	121595	121600	7372	29676	5
2024.06.05	16:06:00	121600	121605	121530	121555	22532	86308	5
2024.06.05	16:09:00	121560	121565	121500	121505	13656	52269	5
2024.06.05	16:12:00	121510	121525	121475	121480	12428	52723	5
2024.06.05	16:15:00	121480	121530	121435	121495	24754	107662	5
2024.06.05	16:18:00	121490	121545	121460	121540	17642	67197	5
2024.06.05	16:21:00	121545	121580	121520	121565	13699	48879	5
2024.06.05	16:24:00	121565	121590	121540	121565	12071	43334	5
2024.06.05	16:27:00	121565	121585	121525	121535	10541	40485	5
2024.06.05	16:30:00	121535	121565	121460	121475	19634	81967	5
2024.06.05	16:33:00	121470	121545	121410	121530	30969	122201	5
2024.06.05	16:36:00	121530	121560	121530	121545	10363	41199	5
2024.06.05	16:39:00	121545	121575	121525	121550	11676	46468	5
2024.06.05	16:42:00	121555	121590	121540	121565	10568	43541	5
2024.06.05	16:45:00	121560	121575	121515	121530	10776	44441	5
2024.06.05	16:48:00	121535	121620	121495	121610	23055	102262	5
2024.06.05	16:51:00	121605	121630	121575	121585	13282	57886	5
2024.06.05	16:54:00	121580	121605	121560	121575	10537	50428	5
2024.06.05	16:57:00	121580	121670	121575	121650	18114	80384	5
2024.06.05	17:00:00	121650	121650	121600	121610	11390	55272	5
2024.06.05	17:03:00	121615	121625	121590	121600	7131	37738	5
2024.06.05	17:06:00	121600	121600	121535	121545	12196	52525	5
2024.06.05	17:09:00	121540	121555	121515	121540	10465	47174	5
2024.06.05	17:12:00	121535	121555	121485	121505	9562	49164	5
2024.06.05	17:15:00	121505	121640	121495	121630	18694	85389	5
2024.06.05	17:18:00	121630	121640	121590	121590	7354	35034	5
2024.06.05	17:21:00	121595	121605	121580	121595	3815	18161	5
2024.06.05	17:24:00	121590	121630	121570	121625	8182	39367	5
2024.06.05	17:27:00	121620	121620	121585	121590	3814	16831	5
2024.06.05	17:30:00	121595	121625	121590	121610	5528	24584	5
2024.06.05	17:33:00	121605	121615	121565	121565	6342	28554	5
2024.06.05	17:36:00	121565	121570	121525	121545	9397	42270	5
2024.06.05	17:39:00	121545	121575	121530	121565	4451	18580	5
2024.06.05	17:42:00	121570	121570	121530	121550	5206	17526	5
2024.06.05	17:45:00	121550	121605	121545	121590	6606	25963	5
2024.06.05	17:48:00	121590	121615	121560	121600	5635	23658	5
2024.06.05	17:51:00	121595	121615	121580	121590	3527	15914	5
2024.06.05	17:54:00	121585	121590	121555	121580	3369	14560	5
2024.06.05	17:57:00	121575	121600	121555	121585	4061	17490	5
2024.06.05	18:00:00	121580	121590	121565	121580	2812	7029	5
2024.06.05	18:03:00	121580	121640	121565	121630	8446	22108	5
2024.06.05	18:06:00	121630	121635	121545	121565	7691	18287	5
2024.06.05	18:09:00	121565	121575	121550	121570	4651	10643	5
2024.06.05	18:12:00	121570	121600	121560	121585	6770	16530	5
2024.06.05	18:15:00	121585	121595	121500	121555	9565	21793	5
2024.06.05	18:18:00	121555	121600	121525	121600	4558	13617	5
2024.06.05	18:21:00	121600	121610	121525	121550	2652	9424	5
2024.06.05	18:24:00	121550	121595	121515	121515	1492	14681	5
2024.06.06	09:00:00	121700	121915	121585	121755	81156	242658	5
2024.06.06	09:03:00	121755	121830	121530	121585	61325	175039	5
2024.06.06	09:06:00	121580	121635	121495	121530	32006	99582	5
2024.06.06	09:09:00	121530	121610	121515	121590	27468	88929	5
2024.06.06	09:12:00	121590	121675	121555	121645	20163	65851	5
2024.06.06	09:15:00	121650	121715	121540	121570	40544	137480	5
2024.06.06	09:18:00	121570	121690	121570	121605	26854	85233	5
2024.06.06	09:21:00	121600	121630	121470	121515	38961	130502	5
2024.06.06	09:24:00	121510	121575	121505	121515	20907	71894	5
2024.06.06	09:27:00	121520	121590	121520	121545	11573	38144	5
2024.06.06	09:30:00	121545	121755	121470	121490	63797	202994	5
2024.06.06	09:33:00	121495	121520	121430	121510	34857	109445	5
2024.06.06	09:36:00	121505	121530	121435	121475	24214	84312	5
2024.06.06	09:39:00	121475	121480	121385	121395	30920	104745	5
2024.06.06	09:42:00	121395	121500	121385	121485	28896	97691	5
2024.06.06	09:45:00	121490	121565	121480	121525	30831	107344	5
2024.06.06	09:48:00	121530	121660	121505	121660	42319	140446	5
2024.06.06	09:51:00	121660	121700	121615	121615	29475	96561	5
2024.06.06	09:54:00	121615	121685	121590	121680	25440	86054	5
2024.06.06	09:57:00	121675	121755	121660	121710	34758	116755	5
2024.06.06	10:00:00	121710	121715	121580	121640	49016	163322	5
2024.06.06	10:03:00	121645	121715	121620	121660	31849	107012	5
2024.06.06	10:06:00	121660	121785	121625	121730	51908	180393	5
2024.06.06	10:09:00	121730	121735	121530	121565	61860	210796	5
2024.06.06	10:12:00	121570	121660	121495	121615	63732	219220	5
2024.06.06	10:15:00	121615	121820	121610	121715	71070	254020	5
2024.06.06	10:18:00	121715	121800	121695	121795	34377	118941	5
2024.06.06	10:21:00	121795	121915	121775	121885	49269	175495	5
2024.06.06	10:24:00	121885	122360	121870	122230	135149	501463	5
2024.06.06	10:27:00	122230	122495	122215	122455	69248	263689	5
2024.06.06	10:30:00	122460	122600	122410	122570	68819	244961	5
2024.06.06	10:33:00	122575	122720	122535	122555	77511	282428	5
2024.06.06	10:36:00	122555	122835	122540	122825	57805	211424	5
2024.06.06	10:39:00	122825	122845	122735	122775	50986	199380	5
2024.06.06	10:42:00	122775	122790	122645	122650	44622	162440	5
2024.06.06	10:45:00	122650	122675	122505	122520	51531	206225	5
2024.06.06	10:48:00	122525	122540	122465	122470	28219	113819	5
2024.06.06	10:51:00	122470	122595	122430	122435	42950	156420	5
2024.06.06	10:54:00	122435	122520	122395	122510	36528	142543	5
2024.06.06	10:57:00	122515	122610	122480	122510	38193	146716	5
2024.06.06	11:00:00	122505	122540	122420	122485	28265	106371	5
2024.06.06	11:03:00	122490	122585	122485	122580	29146	108138	5
2024.06.06	11:06:00	122575	122635	122545	122585	30442	112470	5
2024.06.06	11:09:00	122580	122600	122505	122515	18595	69470	5
2024.06.06	11:12:00	122515	122555	122450	122460	25575	96046	5
2024.06.06	11:15:00	122455	122490	122395	122475	30369	116011	5
2024.06.06	11:18:00	122480	122490	122165	122340	36508	137763	5
2024.06.06	11:21:00	122340	122450	122170	122380	33201	128503	5
2024.06.06	11:24:00	122380	122435	122325	122400	26444	106755	5
2024.06.06	11:27:00	122395	122515	122340	122510	31801	129843	5
2024.06.06	11:30:00	122515	122605	122470	122570	45617	183654	5
2024.06.06	11:33:00	122575	122740	122555	122670	49767	193219	5
2024.06.06	11:36:00	122670	122725	122655	122690	19906	79270	5
2024.06.06	11:39:00	122690	122775	122650	122660	35905	142696	5
2024.06.06	11:42:00	122665	122700	122600	122630	29652	113003	5
2024.06.06	11:45:00	122630	122695	122610	122680	17079	66667	5
2024.06.06	11:48:00	122675	122725	122625	122630	23161	86718	5
2024.06.06	11:51:00	122630	122765	122630	122755	24290	98676	5
2024.06.06	11:54:00	122750	122765	122725	122740	11458	44011	5
2024.06.06	11:57:00	122735	122750	122685	122720	13611	49449	5
2024.06.06	12:00:00	122720	122865	122705	122800	45582	175618	5
2024.06.06	12:03:00	122795	122810	122735	122785	20948	82273	5
2024.06.06	12:06:00	122785	122835	122745	122820	14513	54635	5
2024.06.06	12:09:00	122820	122940	122820	122890	34536	133617	5
2024.06.06	12:12:00	122890	123015	122890	122970	34018	146139	5
2024.06.06	12:15:00	122965	123135	122960	123075	40331	170614	5
2024.06.06	12:18:00	123080	123175	123055	123165	31110	141275	5
2024.06.06	12:21:00	123170	123255	123150	123240	31499	146411	5
2024.06.06	12:24:00	123240	123290	123205	123225	29541	127754	5
2024.06.06	12:27:00	123225	123300	123215	123260	18488	84792	5
2024.06.06	12:30:00	123260	123275	123215	123225	19150	84676	5
2024.06.06	12:33:00	123225	123285	123205	123250	13768	60115	5
2024.06.06	12:36:00	123255	123385	123250	123380	32408	151383	5
2024.06.06	12:39:00	123380	123430	123330	123385	24313	108352	5
2024.06.06	12:42:00	123385	123465	123380	123420	25819	120969	5
2024.06.06	12:45:00	123420	123450	123310	123315	28438	124962	5
2024.06.06	12:48:00	123315	123330	123230	123235	24974	107884	5
2024.06.06	12:51:00	123235	123375	123235	123345	24944	120485	5
2024.06.06	12:54:00	123345	123400	123320	123330	16333	71065	5
2024.06.06	12:57:00	123330	123360	123315	123345	8834	34480	5
2024.06.06	13:00:00	123345	123360	123245	123250	17146	65865	5
2024.06.06	13:03:00	123245	123260	123085	123155	40986	178033	5
2024.06.06	13:06:00	123160	123160	123095	123110	12156	52203	5
2024.06.06	13:09:00	123110	123150	123095	123125	9908	38958	5
2024.06.06	13:12:00	123130	123165	123120	123125	10072	42565	5
2024.06.06	13:15:00	123125	123135	123080	123125	14928	63730	5
2024.06.06	13:18:00	123125	123180	123115	123160	12308	53414	5
2024.06.06	13:21:00	123160	123180	123085	123095	12816	50530	5
2024.06.06	13:24:00	123095	123130	123080	123090	10362	46939	5
2024.06.06	13:27:00	123090	123140	123065	123125	12089	51060	5
2024.06.06	13:30:00	123130	123130	123060	123075	12318	51297	5
2024.06.06	13:33:00	123075	123085	122975	123000	24076	94069	5
2024.06.06	13:36:00	123000	123000	122930	122975	23594	94968	5
2024.06.06	13:39:00	122975	123010	122935	122990	15204	66012	5
2024.06.06	13:42:00	122990	123000	122915	122930	12922	57042	5
2024.06.06	13:45:00	122930	122965	122915	122930	13059	53605	5
2024.06.06	13:48:00	122935	122955	122875	122940	15133	68441	5
2024.06.06	13:51:00	122940	122950	122865	122935	14778	64907	5
2024.06.06	13:54:00	122930	122985	122930	122945	17811	76515	5
2024.06.06	13:57:00	122945	123025	122930	123020	14931	62989	5
2024.06.06	14:00:00	123020	123110	122995	123095	29498	124269	5
2024.06.06	14:03:00	123100	123105	123065	123075	10269	42537	5
2024.06.06	14:06:00	123075	123110	123050	123080	11567	52229	5
2024.06.06	14:09:00	123085	123085	123045	123045	8983	39887	5
2024.06.06	14:12:00	123045	123065	123030	123040	7887	30914	5
2024.06.06	14:15:00	123040	123125	123035	123085	15962	64977	5
2024.06.06	14:18:00	123085	123135	123080	123135	10860	43586	5
2024.06.06	14:21:00	123130	123385	123125	123315	54981	248103	5
2024.06.06	14:24:00	123320	123330	123230	123240	20727	82186	5
2024.06.06	14:27:00	123245	123270	123205	123240	12844	52043	5
2024.06.06	14:30:00	123240	123315	123240	123290	17352	73822	5
2024.06.06	14:33:00	123285	123360	123275	123330	15046	66414	5
2024.06.06	14:36:00	123330	123360	123320	123350	9338	40413	5
2024.06.06	14:39:00	123345	123360	123310	123355	9900	40845	5
2024.06.06	14:42:00	123350	123400	123320	123360	18176	75173	5
2024.06.06	14:45:00	123360	123365	123275	123280	15542	64238	5
2024.06.06	14:48:00	123285	123285	123115	123125	35660	157155	5
2024.06.06	14:51:00	123130	123140	122990	123095	34886	161283	5
2024.06.06	14:54:00	123095	123145	123080	123140	13984	58627	5
2024.06.06	14:57:00	123145	123175	123125	123145	11708	48612	5
2024.06.06	15:00:00	123150	123155	123000	123020	25841	110036	5
2024.06.06	15:03:00	123025	123100	123010	123055	16127	65519	5
2024.06.06	15:06:00	123055	123060	122940	122950	22045	87805	5
2024.06.06	15:09:00	122955	122975	122865	122880	28680	118969	5
2024.06.06	15:12:00	122875	122955	122860	122945	15404	58631	5
2024.06.06	15:15:00	122950	123020	122930	123010	18833	72917	5
2024.06.06	15:18:00	123010	123085	123005	123050	18622	73771	5
2024.06.06	15:21:00	123050	123125	123050	123105	13714	56217	5
2024.06.06	15:24:00	123105	123125	123085	123090	9214	32468	5
2024.06.06	15:27:00	123090	123135	123055	123105	14012	59783	5
2024.06.06	15:30:00	123105	123115	123060	123105	9804	39562	5
2024.06.06	15:33:00	123105	123160	123100	123125	16095	65135	5
2024.06.06	15:36:00	123130	123160	123095	123145	9672	39826	5
2024.06.06	15:39:00	123145	123180	123130	123165	10360	41432	5
2024.06.06	15:42:00	123165	123245	123165	123200	19267	77028	5
2024.06.06	15:45:00	123195	123240	123195	123225	7669	33419	5
2024.06.06	15:48:00	123225	123255	123210	123225	9374	42219	5
2024.06.06	15:51:00	123230	123230	123150	123190	19649	77960	5
2024.06.06	15:54:00	123190	123190	123025	123085	30483	119880	5
2024.06.06	15:57:00	123085	123130	123055	123060	11365	46926	5
2024.06.06	16:00:00	123055	123080	122980	123015	18923	75635	5
2024.06.06	16:03:00	123020	123035	122960	122990	12833	50098	5
2024.06.06	16:06:00	122990	123020	122940	123015	15658	61061	5
2024.06.06	16:09:00	123020	123040	122960	122980	14377	57613	5
2024.06.06	16:12:00	122980	123010	122965	122990	8131	30270	5
2024.06.06	16:15:00	122990	123050	122970	122980	15487	63837	5
2024.06.06	16:18:00	122975	123005	122920	122960	17602	69092	5
2024.06.06	16:21:00	122960	122990	122935	122945	8831	34174	5
2024.06.06	16:24:00	122945	122970	122895	122895	16593	64833	5
2024.06.06	16:27:00	122895	122965	122890	122930	16928	68487	5
2024.06.06	16:30:00	122935	122940	122865	122905	16881	67484	5
2024.06.06	16:33:00	122905	122950	122880	122900	13432	56851	5
2024.06.06	16:36:00	122895	122945	122840	122930	20399	82898	5
2024.06.06	16:39:00	122925	123070	122910	123055	31939	134669	5
2024.06.06	16:42:00	123055	123165	123040	123060	29458	129739	5
2024.06.06	16:45:00	123055	123120	123005	123105	20864	88675	5
