<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.10.07	10:06:00	133075	133125	132955	132990	47908	145419	5
2024.10.07	10:09:00	132985	133020	132815	132825	56391	166708	5
2024.10.07	10:12:00	132820	132830	132550	132565	81358	261185	5
2024.10.07	10:15:00	132565	132660	132475	132630	77376	251666	5
2024.10.07	10:18:00	132630	132730	132440	132480	72928	227558	5
2024.10.07	10:21:00	132480	132515	132305	132355	54294	175099	5
2024.10.07	10:24:00	132360	132360	132210	132240	56154	183758	5
2024.10.07	10:27:00	132240	132290	132050	132085	53242	170110	5
2024.10.07	10:30:00	132090	132175	131965	132025	68100	232080	5
2024.10.07	10:33:00	132025	132120	132020	132110	29348	95709	5
2024.10.07	10:36:00	132115	132420	132100	132390	60161	203821	5
2024.10.07	10:39:00	132395	132545	132325	132530	50846	165228	5
2024.10.07	10:42:00	132525	132805	132495	132770	63287	231004	5
2024.10.07	10:45:00	132770	132890	132710	132780	58898	202455	5
2024.10.07	10:48:00	132780	132795	132645	132670	42019	144741	5
2024.10.07	10:51:00	132670	132840	132650	132730	51716	176455	5
2024.10.07	10:54:00	132735	132865	132720	132780	39349	133666	5
2024.10.07	10:57:00	132780	132820	132750	132810	16726	52324	5
2024.10.07	11:00:00	132815	132975	132810	132970	43250	160889	5
2024.10.07	11:03:00	132965	133100	132920	133060	41573	155502	5
2024.10.07	11:06:00	133065	133245	133030	133180	48659	186990	5
2024.10.07	11:09:00	133180	133230	133075	133115	43356	149755	5
2024.10.07	11:12:00	133110	133350	133055	133315	56107	207958	5
2024.10.07	11:15:00	133315	133320	133175	133255	37383	135804	5
2024.10.07	11:18:00	133260	133270	133180	133190	18794	57946	5
2024.10.07	11:21:00	133195	133250	133170	133205	17777	56726	5
2024.10.07	11:24:00	133210	133220	133065	133090	32479	110267	5
2024.10.07	11:27:00	133085	133145	133065	133130	18421	70381	5
2024.10.07	11:30:00	133130	133135	132895	132905	43052	163790	5
2024.10.07	11:33:00	132905	133010	132905	132960	20523	76231	5
2024.10.07	11:36:00	132955	132965	132860	132870	20707	77068	5
2024.10.07	11:39:00	132865	132945	132835	132925	25520	89224	5
2024.10.07	11:42:00	132925	132950	132855	132915	16504	59717	5
2024.10.07	11:45:00	132915	132920	132785	132815	27446	98002	5
2024.10.07	11:48:00	132815	132890	132775	132845	22605	85542	5
2024.10.07	11:51:00	132840	132860	132790	132835	14520	52195	5
2024.10.07	11:54:00	132835	132855	132775	132800	13602	49869	5
2024.10.07	11:57:00	132800	132815	132635	132650	32030	120783	5
2024.10.07	12:00:00	132650	132695	132610	132655	25334	99040	5
2024.10.07	12:03:00	132660	132660	132525	132540	24580	96302	5
2024.10.07	12:06:00	132540	132560	132425	132550	32248	128877	5
2024.10.07	12:09:00	132545	132590	132390	132450	35530	145734	5
2024.10.07	12:12:00	132450	132475	132410	132460	14961	56258	5
2024.10.07	12:15:00	132460	132530	132410	132515	19540	74413	5
2024.10.07	12:18:00	132515	132520	132405	132475	18275	67203	5
2024.10.07	12:21:00	132475	132525	132440	132505	13041	46404	5
2024.10.07	12:24:00	132500	132580	132475	132575	19810	75997	5
2024.10.07	12:27:00	132570	132585	132355	132365	33377	131285	5
2024.10.07	12:30:00	132360	132480	132330	132435	26729	101327	5
2024.10.07	12:33:00	132440	132510	132380	132455	22842	84342	5
2024.10.07	12:36:00	132455	132460	132380	132400	10655	38935	5
2024.10.07	12:39:00	132400	132450	132365	132415	12620	45694	5
2024.10.07	12:42:00	132415	132440	132375	132375	8480	30124	5
2024.10.07	12:45:00	132375	132380	132190	132220	34137	134400	5
2024.10.07	12:48:00	132225	132285	132210	132270	14921	55667	5
2024.10.07	12:51:00	132270	132370	132260	132335	22260	90391	5
2024.10.07	12:54:00	132330	132370	132265	132325	15423	59167	5
2024.10.07	12:57:00	132325	132390	132315	132335	13782	49092	5
2024.10.07	13:00:00	132335	132465	132330	132410	25721	103283	5
2024.10.07	13:03:00	132405	132460	132345	132380	14804	57824	5
2024.10.07	13:06:00	132375	132380	132315	132350	12754	46542	5
2024.10.07	13:09:00	132345	132355	132245	132325	24526	98353	5
2024.10.07	13:12:00	132325	132325	132200	132255	19473	78558	5
2024.10.07	13:15:00	132250	132315	132225	132295	12788	47527	5
2024.10.07	13:18:00	132300	132310	132230	132240	9839	37000	5
2024.10.07	13:21:00	132235	132245	132155	132240	20900	75195	5
2024.10.07	13:24:00	132240	132255	132185	132190	10384	42585	5
2024.10.07	13:27:00	132195	132285	132190	132250	14266	50539	5
2024.10.07	13:30:00	132250	132280	132210	132255	9035	34087	5
2024.10.07	13:33:00	132250	132310	132250	132260	11437	42055	5
2024.10.07	13:36:00	132265	132315	132250	132280	8086	28449	5
2024.10.07	13:39:00	132275	132305	132250	132305	7442	27034	5
2024.10.07	13:42:00	132300	132355	132300	132350	11609	43484	5
2024.10.07	13:45:00	132350	132365	132310	132335	10380	41338	5
2024.10.07	13:48:00	132330	132355	132295	132325	8590	31145	5
2024.10.07	13:51:00	132330	132375	132325	132340	8623	33426	5
2024.10.07	13:54:00	132340	132360	132295	132345	9550	38838	5
2024.10.07	13:57:00	132345	132390	132325	132370	9727	37031	5
2024.10.07	14:00:00	132365	132375	132305	132345	10959	40008	5
2024.10.07	14:03:00	132350	132530	132320	132530	27582	108839	5
2024.10.07	14:06:00	132525	132530	132470	132510	11932	44453	5
2024.10.07	14:09:00	132505	132565	132490	132490	18703	72768	5
2024.10.07	14:12:00	132490	132555	132485	132545	11256	41791	5
2024.10.07	14:15:00	132545	132560	132465	132500	18868	74481	5
2024.10.07	14:18:00	132500	132545	132495	132520	8517	32108	5
2024.10.07	14:21:00	132520	132575	132470	132475	12531	45119	5
2024.10.07	14:24:00	132480	132480	132410	132460	23531	93053	5
2024.10.07	14:27:00	132460	132545	132455	132520	15536	60460	5
2024.10.07	14:30:00	132520	132540	132480	132530	8850	31237	5
2024.10.07	14:33:00	132530	132580	132500	132570	11267	40967	5
2024.10.07	14:36:00	132570	132630	132540	132595	19551	73394	5
2024.10.07	14:39:00	132595	132625	132555	132590	12753	50759	5
2024.10.07	14:42:00	132585	132590	132530	132545	10975	42884	5
2024.10.07	14:45:00	132550	132555	132490	132530	13594	53182	5
2024.10.07	14:48:00	132535	132560	132520	132540	8602	32951	5
2024.10.07	14:51:00	132545	132570	132435	132445	19059	80241	5
2024.10.07	14:54:00	132450	132485	132435	132470	9623	37698	5
2024.10.07	14:57:00	132465	132550	132440	132545	15665	63593	5
2024.10.07	15:00:00	132540	132615	132530	132585	22305	89169	5
2024.10.07	15:03:00	132585	132595	132495	132515	16463	67202	5
2024.10.07	15:06:00	132515	132565	132485	132520	13286	54520	5
2024.10.07	15:09:00	132520	132535	132485	132505	7754	30362	5
2024.10.07	15:12:00	132500	132505	132455	132475	10635	40776	5
2024.10.07	15:15:00	132475	132480	132310	132325	29711	115433	5
2024.10.07	15:18:00	132330	132330	132250	132270	18303	71590	5
2024.10.07	15:21:00	132265	132285	132230	132255	15614	67095	5
2024.10.07	15:24:00	132255	132310	132205	132225	25770	104882	5
2024.10.07	15:27:00	132230	132290	132210	132270	11744	48003	5
2024.10.07	15:30:00	132270	132275	132030	132130	49908	197158	5
2024.10.07	15:33:00	132125	132175	132060	132120	21600	85745	5
2024.10.07	15:36:00	132115	132200	132070	132165	18141	68114	5
2024.10.07	15:39:00	132170	132290	132115	132230	32064	129389	5
2024.10.07	15:42:00	132235	132265	132210	132220	8892	32030	5
2024.10.07	15:45:00	132225	132225	132065	132080	32915	135253	5
2024.10.07	15:48:00	132080	132100	131965	132080	34640	133388	5
2024.10.07	15:51:00	132075	132115	132015	132075	18781	71236	5
2024.10.07	15:54:00	132080	132175	132060	132165	19029	69751	5
2024.10.07	15:57:00	132160	132215	132130	132145	17131	65184	5
2024.10.07	16:00:00	132150	132155	132055	132075	20195	74299	5
2024.10.07	16:03:00	132070	132160	132045	132145	16439	62062	5
2024.10.07	16:06:00	132145	132200	132140	132180	12785	51251	5
2024.10.07	16:09:00	132175	132230	132140	132170	16778	68518	5
2024.10.07	16:12:00	132175	132260	132175	132240	11944	51511	5
2024.10.07	16:15:00	132240	132305	132235	132270	14609	60168	5
2024.10.07	16:18:00	132275	132290	132240	132255	8041	30886	5
2024.10.07	16:21:00	132255	132360	132235	132325	18590	73089	5
2024.10.07	16:24:00	132320	132340	132265	132315	14040	57999	5
2024.10.07	16:27:00	132315	132340	132235	132260	13760	60200	5
2024.10.07	16:30:00	132260	132320	132240	132300	11638	50459	5
2024.10.07	16:33:00	132305	132310	132185	132195	22731	100625	5
2024.10.07	16:36:00	132200	132245	132170	132205	11280	45277	5
2024.10.07	16:39:00	132205	132265	132190	132210	9929	36365	5
2024.10.07	16:42:00	132205	132235	132170	132230	11500	46744	5
2024.10.07	16:45:00	132235	132275	132210	132250	9644	37108	5
2024.10.07	16:48:00	132255	132270	132220	132255	6745	27362	5
2024.10.07	16:51:00	132255	132290	132245	132270	7931	32179	5
2024.10.07	16:54:00	132270	132305	132200	132205	13573	53809	5
2024.10.07	16:57:00	132205	132265	132200	132265	7354	30681	5
2024.10.07	17:00:00	132265	132265	132210	132225	9915	41754	5
2024.10.07	17:03:00	132220	132250	132210	132240	5966	25908	5
2024.10.07	17:06:00	132240	132250	132215	132240	5230	23489	5
2024.10.07	17:09:00	132245	132335	132220	132330	14066	58468	5
2024.10.07	17:12:00	132325	132370	132320	132345	9589	41132	5
2024.10.07	17:15:00	132345	132370	132310	132320	6636	26430	5
2024.10.07	17:18:00	132320	132405	132315	132395	12693	47369	5
2024.10.07	17:21:00	132390	132415	132370	132390	7474	28944	5
2024.10.07	17:24:00	132385	132395	132355	132380	6259	23651	5
2024.10.07	17:27:00	132385	132410	132350	132350	6337	25043	5
2024.10.07	17:30:00	132350	132390	132350	132370	4601	16255	5
2024.10.07	17:33:00	132375	132395	132370	132385	2579	9153	5
2024.10.07	17:36:00	132380	132400	132370	132395	2473	10248	5
2024.10.07	17:39:00	132390	132415	132275	132305	14902	57388	5
2024.10.07	17:42:00	132310	132320	132245	132260	6868	25273	5
2024.10.07	17:45:00	132265	132280	132230	132260	6516	21675	5
2024.10.07	17:48:00	132255	132340	132255	132330	8311	29901	5
2024.10.07	17:51:00	132330	132375	132315	132345	5654	18661	5
2024.10.07	17:54:00	132345	132410	132330	132355	6581	24886	5
2024.10.07	17:57:00	132355	132370	132335	132350	2340	7873	5
2024.10.07	18:00:00	132355	132355	132260	132295	6829	23910	5
2024.10.07	18:03:00	132295	132345	132245	132265	5955	21640	5
2024.10.07	18:06:00	132270	132330	132260	132310	4240	14062	5
2024.10.07	18:09:00	132305	132315	132285	132305	2070	5985	5
2024.10.07	18:12:00	132305	132320	132295	132315	2228	7956	5
2024.10.07	18:15:00	132315	132330	132285	132300	3368	12444	5
2024.10.07	18:18:00	132295	132380	132295	132330	3798	14100	5
2024.10.07	18:21:00	132335	132350	132320	132335	1124	4611	5
2024.10.07	18:24:00	132340	132340	132295	132315	994	8535	5
2024.10.08	09:00:00	131385	131700	131065	131095	115128	319436	5
2024.10.08	09:03:00	131100	131200	130905	130960	87223	253228	5
2024.10.08	09:06:00	130960	131005	130810	130925	64220	189230	5
2024.10.08	09:09:00	130925	131130	130905	130955	79215	254689	5
2024.10.08	09:12:00	130960	131225	130960	131205	60020	189821	5
2024.10.08	09:15:00	131200	131365	131150	131340	49260	163833	5
2024.10.08	09:18:00	131345	131445	131270	131375	61713	202947	5
2024.10.08	09:21:00	131370	131490	131310	131475	38943	123866	5
2024.10.08	09:24:00	131480	131500	131215	131225	60773	194337	5
2024.10.08	09:27:00	131225	131340	131185	131220	39833	122564	5
2024.10.08	09:30:00	131220	131260	131060	131150	53606	171383	5
2024.10.08	09:33:00	131150	131155	131040	131065	29618	98655	5
2024.10.08	09:36:00	131065	131095	131025	131060	18868	60392	5
2024.10.08	09:39:00	131060	131135	130990	130995	38182	129625	5
2024.10.08	09:42:00	130995	131070	130945	130965	41935	137678	5
2024.10.08	09:45:00	130965	131030	130885	130930	53846	180158	5
2024.10.08	09:48:00	130935	130950	130790	130885	54440	185904	5
2024.10.08	09:51:00	130885	130925	130840	130845	21498	64887	5
2024.10.08	09:54:00	130840	130915	130680	130680	58427	196057	5
2024.10.08	09:57:00	130685	130875	130680	130835	48718	162206	5
2024.10.08	10:00:00	130840	130950	130730	130940	64594	208687	5
2024.10.08	10:03:00	130935	131015	130875	130920	51080	172155	5
2024.10.08	10:06:00	130920	130965	130760	130775	69488	227470	5
2024.10.08	10:09:00	130770	130805	130600	130655	78583	250827	5
2024.10.08	10:12:00	130655	130800	130640	130780	53164	161875	5
2024.10.08	10:15:00	130775	130940	130705	130880	82431	263418	5
2024.10.08	10:18:00	130875	131095	130860	131010	68966	230160	5
2024.10.08	10:21:00	131010	131130	130965	131065	48329	158299	5
2024.10.08	10:24:00	131065	131075	130925	130990	53228	176941	5
2024.10.08	10:27:00	130990	131100	130940	131060	32234	106385	5
2024.10.08	10:30:00	131060	131330	130985	131280	97516	320718	5
2024.10.08	10:33:00	131275	131330	131150	131310	48383	154502	5
2024.10.08	10:36:00	131315	131425	131275	131380	50491	156095	5
2024.10.08	10:39:00	131380	131430	131050	131130	80117	260553	5
2024.10.08	10:42:00	131125	131300	131115	131290	46743	138855	5
2024.10.08	10:45:00	131290	131390	131245	131310	46787	149475	5
2024.10.08	10:48:00	131310	131340	131200	131255	38454	118658	5
2024.10.08	10:51:00	131250	131300	131140	131220	39107	129253	5
2024.10.08	10:54:00	131215	131370	131200	131360	36377	118163	5
2024.10.08	10:57:00	131360	131595	131330	131535	67983	231863	5
2024.10.08	11:00:00	131535	131535	131335	131410	54034	198341	5
2024.10.08	11:03:00	131405	131525	131355	131520	32250	114324	5
2024.10.08	11:06:00	131520	131545	131430	131515	29436	105786	5
2024.10.08	11:09:00	131510	131575	131475	131515	30763	115579	5
2024.10.08	11:12:00	131515	131520	131400	131460	32400	115909	5
2024.10.08	11:15:00	131455	131460	131210	131350	63745	230274	5
2024.10.08	11:18:00	131350	131390	131285	131355	25225	88401	5
2024.10.08	11:21:00	131350	131370	131170	131240	35922	124448	5
2024.10.08	11:24:00	131245	131260	131015	131050	46610	165870	5
2024.10.08	11:27:00	131050	131120	131030	131085	24256	85942	5
2024.10.08	11:30:00	131085	131130	131015	131075	29132	112618	5
2024.10.08	11:33:00	131075	131210	131060	131175	35017	128333	5
2024.10.08	11:36:00	131170	131190	131050	131175	37738	147708	5
2024.10.08	11:39:00	131175	131190	131120	131165	11576	40570	5
2024.10.08	11:42:00	131165	131310	131130	131245	44437	171057	5
2024.10.08	11:45:00	131240	131325	131195	131290	25814	95251	5
2024.10.08	11:48:00	131290	131360	131280	131355	17761	64130	5
2024.10.08	11:51:00	131355	131475	131350	131455	26708	99754	5
2024.10.08	11:54:00	131455	131485	131435	131480	15650	58007	5
2024.10.08	11:57:00	131480	131565	131445	131480	29738	115760	5
2024.10.08	12:00:00	131475	131565	131435	131480	35724	163111	5
2024.10.08	12:03:00	131475	131510	131440	131505	14067	50412	5
2024.10.08	12:06:00	131500	131535	131390	131485	27924	110712	5
2024.10.08	12:09:00	131485	131510	131450	131480	13092	49014	5
2024.10.08	12:12:00	131480	131580	131465	131520	21254	79021	5
2024.10.08	12:15:00	131520	131620	131455	131580	27772	108568	5
2024.10.08	12:18:00	131580	131620	131495	131545	20089	82332	5
2024.10.08	12:21:00	131550	131580	131515	131535	10740	41245	5
2024.10.08	12:24:00	131540	131545	131415	131455	23976	88131	5
2024.10.08	12:27:00	131460	131470	131335	131380	20948	79646	5
2024.10.08	12:30:00	131380	131495	131355	131445	22792	86111	5
2024.10.08	12:33:00	131445	131525	131435	131490	17344	71689	5
2024.10.08	12:36:00	131490	131550	131420	131540	21666	89895	5
2024.10.08	12:39:00	131545	131570	131505	131510	14221	53614	5
2024.10.08	12:42:00	131510	131535	131475	131490	9309	37805	5
2024.10.08	12:45:00	131490	131555	131465	131530	12487	46376	5
2024.10.08	12:48:00	131535	131595	131520	131575	12353	47225	5
2024.10.08	12:51:00	131575	131655	131555	131640	29002	132496	5
2024.10.08	12:54:00	131645	131670	131630	131670	12547	47821	5
2024.10.08	12:57:00	131670	131720	131630	131705	16739	65533	5
2024.10.08	13:00:00	131705	131790	131655	131725	40164	168445	5
2024.10.08	13:03:00	131725	131755	131645	131745	20091	78489	5
2024.10.08	13:06:00	131745	131760	131600	131680	27645	105558	5
2024.10.08	13:09:00	131680	131750	131675	131715	14348	52501	5
2024.10.08	13:12:00	131715	131755	131685	131745	9292	37560	5
2024.10.08	13:15:00	131750	131880	131740	131860	26182	102550	5
2024.10.08	13:18:00	131855	131910	131820	131890	19444	79706	5
2024.10.08	13:21:00	131885	131910	131790	131825	18454	66852	5
2024.10.08	13:24:00	131825	131830	131755	131780	13101	49179	5
2024.10.08	13:27:00	131780	131810	131750	131790	11336	46992	5
2024.10.08	13:30:00	131795	131875	131785	131870	13550	51290	5
2024.10.08	13:33:00	131865	131870	131790	131830	13515	53991	5
2024.10.08	13:36:00	131830	131835	131700	131705	19697	76798	5
2024.10.08	13:39:00	131705	131780	131700	131770	16642	68880	5
2024.10.08	13:42:00	131770	131780	131680	131745	18498	80971	5
2024.10.08	13:45:00	131745	131780	131725	131735	8487	31958	5
2024.10.08	13:48:00	131730	131740	131675	131700	16104	61493	5
2024.10.08	13:51:00	131700	131710	131655	131685	11866	45661	5
2024.10.08	13:54:00	131680	131695	131635	131685	11245	44782	5
2024.10.08	13:57:00	131685	131725	131650	131720	10509	43894	5
2024.10.08	14:00:00	131720	131740	131655	131675	14236	65267	5
2024.10.08	14:03:00	131675	131685	131550	131575	26143	99049	5
2024.10.08	14:06:00	131575	131635	131535	131560	19012	76098	5
2024.10.08	14:09:00	131560	131625	131545	131595	17161	71160	5
2024.10.08	14:12:00	131595	131635	131560	131585	9995	42668	5
2024.10.08	14:15:00	131585	131600	131460	131495	24559	95613	5
2024.10.08	14:18:00	131495	131530	131460	131515	14195	56652	5
2024.10.08	14:21:00	131520	131585	131480	131540	19844	83457	5
2024.10.08	14:24:00	131540	131660	131535	131630	20339	82790	5
2024.10.08	14:27:00	131625	131660	131580	131640	14766	68898	5
2024.10.08	14:30:00	131640	131715	131630	131685	18626	69257	5
2024.10.08	14:33:00	131680	131765	131670	131735	17791	70972	5
2024.10.08	14:36:00	131730	131785	131690	131770	14594	55231	5
2024.10.08	14:39:00	131765	131770	131685	131725	13417	53064	5
2024.10.08	14:42:00	131725	131785	131685	131775	10427	37867	5
2024.10.08	14:45:00	131775	131785	131715	131755	10705	41655	5
2024.10.08	14:48:00	131755	131755	131700	131705	8126	31853	5
2024.10.08	14:51:00	131705	131765	131700	131735	8248	36442	5
2024.10.08	14:54:00	131735	131785	131720	131765	7588	30700	5
2024.10.08	14:57:00	131770	131815	131750	131755	14622	57405	5
2024.10.08	15:00:00	131755	131785	131665	131705	22010	87343	5
2024.10.08	15:03:00	131705	131780	131695	131760	11653	42305	5
2024.10.08	15:06:00	131765	131840	131740	131830	16485	67337	5
2024.10.08	15:09:00	131830	131930	131820	131855	24038	107346	5
2024.10.08	15:12:00	131855	131875	131825	131850	12038	47551	5
2024.10.08	15:15:00	131845	131935	131845	131920	15415	61670	5
2024.10.08	15:18:00	131915	131920	131800	131845	22664	92797	5
2024.10.08	15:21:00	131850	131885	131830	131845	10397	40529	5
2024.10.08	15:24:00	131850	131895	131830	131860	8720	37018	5
2024.10.08	15:27:00	131860	131895	131820	131850	10383	45771	5
2024.10.08	15:30:00	131855	131885	131820	131845	10369	46887	5
2024.10.08	15:33:00	131845	131910	131845	131865	10788	45904	5
2024.10.08	15:36:00	131865	131900	131815	131820	10148	41779	5
2024.10.08	15:39:00	131820	131820	131785	131805	13500	55220	5
2024.10.08	15:42:00	131805	131830	131730	131750	19868	76530	5
2024.10.08	15:45:00	131745	131780	131700	131705	13345	53534	5
2024.10.08	15:48:00	131705	131765	131685	131760	14760	64952	5
2024.10.08	15:51:00	131755	131770	131670	131680	14818	64141	5
2024.10.08	15:54:00	131675	131710	131665	131700	9520	38494	5
2024.10.08	15:57:00	131700	131705	131650	131655	9827	39998	5
2024.10.08	16:00:00	131660	131705	131595	131600	21135	90895	5
2024.10.08	16:03:00	131595	131610	131490	131505	23536	101166	5
2024.10.08	16:06:00	131500	131585	131480	131570	18724	78965	5
2024.10.08	16:09:00	131570	131590	131530	131570	11103	44106	5
2024.10.08	16:12:00	131570	131580	131475	131510	14625	62700	5
2024.10.08	16:15:00	131510	131585	131495	131580	11127	44422	5
2024.10.08	16:18:00	131585	131610	131540	131605	11417	48111	5
2024.10.08	16:21:00	131605	131610	131570	131570	6824	29837	5
2024.10.08	16:24:00	131575	131590	131535	131570	10369	43232	5
2024.10.08	16:27:00	131565	131600	131565	131590	4946	18870	5
2024.10.08	16:30:00	131590	131635	131575	131625	10705	40476	5
2024.10.08	16:33:00	131630	131680	131620	131640	13190	56829	5
2024.10.08	16:36:00	131635	131685	131630	131675	8433	34138	5
2024.10.08	16:39:00	131675	131710	131665	131675	10982	48744	5
2024.10.08	16:42:00	131680	131700	131630	131645	9208	36507	5
2024.10.08	16:45:00	131645	131695	131640	131690	7660	32657	5
2024.10.08	16:48:00	131695	131740	131685	131735	11915	46418	5
2024.10.08	16:51:00	131735	131785	131720	131765	15048	58654	5
2024.10.08	16:54:00	131765	131815	131705	131720	17622	75933	5
2024.10.08	16:57:00	131720	131725	131670	131705	11868	49160	5
2024.10.08	17:00:00	131705	131745	131655	131690	16108	69569	5
2024.10.08	17:03:00	131690	131755	131670	131755	9141	38173	5
2024.10.08	17:06:00	131755	131785	131730	131740	8885	37657	5
2024.10.08	17:09:00	131740	131780	131655	131765	19611	85400	5
2024.10.08	17:12:00	131765	131775	131740	131770	5109	19161	5
2024.10.08	17:15:00	131770	131770	131720	131750	5698	22346	5
2024.10.08	17:18:00	131750	131770	131740	131755	2365	8990	5
2024.10.08	17:21:00	131750	131760	131695	131700	5596	20440	5
2024.10.08	17:24:00	131700	131710	131635	131650	11366	43739	5
2024.10.08	17:27:00	131650	131665	131625	131640	5149	17506	5
2024.10.08	17:30:00	131635	131675	131565	131660	15280	60580	5
2024.10.08	17:33:00	131660	131665	131625	131625	3879	14859	5
2024.10.08	17:36:00	131630	131635	131595	131605	5392	19958	5
2024.10.08	17:39:00	131610	131625	131580	131610	5518	20854	5
2024.10.08	17:42:00	131610	131675	131605	131665	6027	20045	5
2024.10.08	17:45:00	131660	131710	131650	131690	7350	24806	5
2024.10.08	17:48:00	131690	131715	131660	131685	5302	19174	5
2024.10.08	17:51:00	131685	131735	131685	131715	4274	15952	5
2024.10.08	17:54:00	131710	131720	131650	131700	6268	23904	5
2024.10.08	17:57:00	131700	131720	131680	131700	2869	9981	5
2024.10.08	18:00:00	131705	131730	131640	131685	5390	19224	5
2024.10.08	18:03:00	131685	131710	131665	131675	2798	10760	5
2024.10.08	18:06:00	131670	131720	131665	131695	2846	10267	5
2024.10.08	18:09:00	131695	131715	131680	131705	2048	7240	5
2024.10.08	18:12:00	131700	131725	131685	131700	3118	12233	5
2024.10.08	18:15:00	131700	131745	131700	131745	4169	14784	5
2024.10.08	18:18:00	131740	131780	131720	131780	2965	12037	5
2024.10.08	18:21:00	131780	131800	131745	131785	1664	8865	5
2024.10.08	18:24:00	131795	131825	131775	131825	1060	11167	5
2024.10.09	09:00:00	131750	131825	131475	131525	77501	207310	5
2024.10.09	09:03:00	131525	131545	131100	131120	102121	274265	5
2024.10.09	09:06:00	131120	131145	131020	131085	53661	166713	5
2024.10.09	09:09:00	131085	131110	130970	131020	40993	126184	5
2024.10.09	09:12:00	131020	131160	130990	131125	46563	156080	5
2024.10.09	09:15:00	131125	131205	130970	131065	70373	233787	5
2024.10.09	09:18:00	131070	131090	131025	131045	16151	48512	5
2024.10.09	09:21:00	131040	131090	130980	131045	30470	102371	5
2024.10.09	09:24:00	131050	131070	130875	130885	50974	167385	5
2024.10.09	09:27:00	130885	130965	130875	130915	26610	88269	5
2024.10.09	09:30:00	130920	130965	130850	130860	39977	138070	5
2024.10.09	09:33:00	130860	130990	130830	130950	44172	152125	5
2024.10.09	09:36:00	130950	131000	130840	130865	41749	143549	5
2024.10.09	09:39:00	130865	130900	130805	130865	38829	142503	5
2024.10.09	09:42:00	130870	130915	130815	130825	26845	99319	5
2024.10.09	09:45:00	130820	130860	130780	130840	31562	108676	5
2024.10.09	09:48:00	130840	130870	130765	130765	20670	73626	5
2024.10.09	09:51:00	130765	130840	130735	130780	31776	109395	5
2024.10.09	09:54:00	130780	130790	130705	130740	25780	92758	5
2024.10.09	09:57:00	130740	130800	130710	130775	25062	89289	5
2024.10.09	10:00:00	130780	130845	130670	130715	56358	197991	5
2024.10.09	10:03:00	130715	130720	130640	130665	27442	97176	5
2024.10.09	10:06:00	130660	130715	130625	130705	26915	97650	5
2024.10.09	10:09:00	130705	130725	130615	130670	33160	119911	5
2024.10.09	10:12:00	130670	130710	130580	130660	45738	164143	5
2024.10.09	10:15:00	130655	130715	130605	130640	36025	128402	5
2024.10.09	10:18:00	130640	130710	130630	130675	15661	52833	5
2024.10.09	10:21:00	130680	130695	130590	130655	26750	103654	5
2024.10.09	10:24:00	130655	130670	130530	130560	29829	112197	5
2024.10.09	10:27:00	130555	130570	130370	130440	62320	235413	5
2024.10.09	10:30:00	130440	130510	130315	130440	60317	236413	5
2024.10.09	10:33:00	130445	130525	130375	130480	51379	176557	5
2024.10.09	10:36:00	130475	130515	130270	130410	69707	256539	5
2024.10.09	10:39:00	130415	130570	130365	130560	51941	173448	5
2024.10.09	10:42:00	130565	130730	130550	130700	57342	199393	5
2024.10.09	10:45:00	130700	130780	130680	130700	40834	141314	5
2024.10.09	10:48:00	130700	130735	130485	130530	72687	264117	5
2024.10.09	10:51:00	130530	130590	130485	130565	30810	105074	5
2024.10.09	10:54:00	130565	130740	130520	130705	45903	157004	5
2024.10.09	10:57:00	130705	130720	130615	130635	29506	112723	5
2024.10.09	11:00:00	130640	130645	130560	130565	29912	111551	5
2024.10.09	11:03:00	130565	130575	130415	130420	44906	160786	5
2024.10.09	11:06:00	130420	130425	130300	130310	51423	200185	5
2024.10.09	11:09:00	130315	130330	130225	130255	48322	189949	5
2024.10.09	11:12:00	130255	130360	130235	130310	28272	98582	5
2024.10.09	11:15:00	130310	130310	130190	130280	36454	141620	5
2024.10.09	11:18:00	130285	130300	130230	130250	17209	66247	5
2024.10.09	11:21:00	130245	130305	130235	130260	16285	66072	5
2024.10.09	11:24:00	130260	130390	130255	130360	32347	122205	5
2024.10.09	11:27:00	130360	130425	130355	130355	24095	98215	5
2024.10.09	11:30:00	130355	130375	130250	130310	38547	149088	5
2024.10.09	11:33:00	130310	130310	130115	130155	50501	199716	5
2024.10.09	11:36:00	130160	130200	130105	130175	32124	122588	5
2024.10.09	11:39:00	130175	130225	130150	130195	20019	74477	5
2024.10.09	11:42:00	130195	130330	130190	130300	27595	105296	5
2024.10.09	11:45:00	130295	130365	130230	130350	29435	115466	5
2024.10.09	11:48:00	130355	130385	130280	130375	22688	87204	5
2024.10.09	11:51:00	130375	130450	130315	130445	28490	114935	5
2024.10.09	11:54:00	130445	130525	130420	130515	27606	108861	5
2024.10.09	11:57:00	130515	130615	130475	130610	30127	123439	5
2024.10.09	12:00:00	130610	130635	130545	130570	32087	128877	5
2024.10.09	12:03:00	130570	130650	130570	130625	19421	79691	5
2024.10.09	12:06:00	130625	130730	130625	130715	25147	100790	5
2024.10.09	12:09:00	130710	130730	130640	130645	20873	86658	5
2024.10.09	12:12:00	130645	130720	130590	130660	33161	130673	5
2024.10.09	12:15:00	130660	130670	130430	130540	50769	204576	5
